"KEY","en","ro","po","ru","en-us"
"generablePrice","<span class=""price"">{discountedMonthlyAmount}</span> per month instead of <span class=""price"">{monthlyAmount}</span>, for {numberOfInstallments} {months}","<span class=""price"">{discountedMonthlyAmount}</span> pe lună în loc de <span class=""price"">{monthlyAmount}</span>, pentru {numberOfInstallments} {months}","<span class=""price"">{discountedMonthlyAmount}</span> za miesiąc zamiast <span class=""price"">{monthlyAmount}</span>, za {numberOfInstallments} {months}","<span class=""price"">{discountedMonthlyAmount}</span> ежемесячно вместо <span class=""price"">{monthlyAmount}</span>, на протежение  {numberOfInstallments} {months}",""
"differentDiscount","
<span class=""price"">{discountedMonthlyAmount}</span> for {discountDuration}, then <span class=""price"">{monthlyAmount}</span> for {otherDuration}","<span class=""price"">{discountedMonthlyAmount}</span> pentru {discountDuration}, după care <span class=""price"">{monthlyAmount}</span> pentru {otherDuration}","<span class=""price"">{discountedMonthlyAmount}</span> przez {discountDuration}, potem <span class=""price"">{monthlyAmount}</span> przez {otherDuration}","<span class=""price"">{discountedMonthlyAmount}</span> на протежение {discountDuration}, потом <span class=""price"">{monthlyAmount}</span> на протежение {otherDuration}",""
"oneDiscount","<span class=""price"">{discountedAmount}</span> instead of <span class=""price"">{fullAmount}</span>","<span class=""price"">{discountedAmount}</span> în loc de <span class=""price"">{fullAmount}</span>","<span class=""price"">{discountedAmount}</span> zamiast <span class=""price"">{fullAmount}</span>","<span class=""price"">{discountedAmount}</span> вместо <span class=""price"">{fullAmount}</span>",""
"perMonths","<span class=""price"">{price}</span> per month, for {duration} {months}","<span class=""price"">{price}</span> pe lună, pentru {duration} {months}","<span class=""price"">{price}</span>, przez {duration} {months}","<span class=""price"">{price}</span> в месяц, на протежение {duration} {months}",""
"hide","Hide","Ascunde","Ukryj","Спрятать",""
"close","Close","Închide","Zamknij","Закрыть",""
"on_sign_out","Logout","Deconectare","Wyloguj","Выйти","Logout"
"sure_sign_out","Are you sure you want to log out?","Sigur vrei să te deconectezi?","Czy na pewno chcesz się wylogować?","Ты действительно хочешь выйти?","Are you sure you want to log out?"
"today","Today","Astăzi","Dzisiaj","Сегодня",""
"yesterday","Yesterday","Ieri","Wczoraj","Вчера",""
"this_week","This week","Săptămâna aceasta","W tym tygodniu","На этой неделе",""
"this_month","This month","Luna aceasta","W tym miesiącu","В этом месяце",""
"en-en","English","","","",""
"ro-en","Romanian","","","",""
"ru-en","Russian","","","",""
"pl-en","Polish","","","",""
"en-ro","","Engleză","","",""
"ro-ro","","Română","","",""
"ru-ro","","Rusă","","",""
"pl-ro","","Polonă","","",""
"en-ru","","","","Английский ",""
"ro-ru","","","","Румынский",""
"ru-ru","","","","Русский",""
"pl-ru","","","","Польский ",""
"en-pl","","","Angielski","",""
"ro-pl","","","Rosyjski","",""
"ru-pl","","","Rumuński","",""
"pl-pl","","","Polski","",""
"clientExist","Existing client","Client existent","Istniejący klient","Существующий клиент","Existing client"
"needCustomerCare","Do you need help? Our colleague from the Customer Care team is ready to help you.","Ai nevoie de ajutor? Colega noastră din echipa de Customer Care este gata să te ajute.","Potrzebujesz pomocy? Nasza koleżanka z zespołu obsługi klienta może Ci pomóc.","Вам нужна помощь? Наш коллега из службы поддержки клиентов готов вам помочь.","Do you need help? Our colleague from the Customer Care team is ready to help you."
"continueWatch","Continue watching","Urmărește în continuare","Kontynuuj oglądanie","Продолжайте смотреть","Continue watching"
"interestedPrograms","Programs you might be interested in","Programe care v-ar putea interesa","Programy, które mogą Cię zainteresować","
Программы, которые могут вас заинтересовать","Programs you might be interested in"
"programOverview","Program overview","Prezentarea programului","Informacje o programie","Обзор программы","Program overview"
"episodeExtra","Episode %s","Episodul %s","Odcinek %s","Эпизод %s","Episode %s"
"completed","completed","urmărit","obejrzany","завершено","completed"
"startedOn","You started this program on %s","Ați început acest program pe %s","Odcinek %s","Вы запустили эту программу %s","You started this program on %s"
"selectARating","Select a rating","Alege o notă","Wybierz ocenę","Выберите рейтинг","Select a rating"
"programHas","This program has","Acest program are","Ten program ma","В этой программе есть","This program has"
"resources","Resources","Resurse","","Материалы","Resources"
"search_results","Search results","Rezultatele căutării","Wyniki wyszukiwania ","Результаты пойска","Search results"
"parents_blog","Parents Blog","Blogul Parents","Blog Parents","Parents Блог","Parents Blog"
"all_rights_reserved","Copyright 2021 All About Parenting","Copyright 2021 All About Parenting","Copyright 2021 All About Parenting","","Copyright 2021 All About Parenting"
"copy_link","Copy link","Copiază link-ul","Skopiuj link","Скопировать сылку","Copy link"
"success","Success","Succes","Sukces","Успех","Success"
"added_bookmark","Episode was saved","Episodul a fost salvat","Zapisano odcinek","Серия была сохранена","Episode was saved"
"removed_bookmark","Episode was removed","Episodul a fost eliminat","Usunięto odcinek","Серия была удалена","Episode was removed"
"cant_remove_bookmark","We could not remove this episode","Nu am putut elimina acest episod","Nie udało się usunąć odcinka","Мы не можем удалить эту серию прямо сейчас","We could not remove this episode"
"copied","Content was saved","Conținutul a fost copiat","Skopiowano zawartość","Содержимое было скопировано","Content was saved"
